draw_index,sample_scope,metric,n_trials,spearman,kendall_tau
56,all,surrogate_spearman,32,0.3731671554252199,0.25000000000000006
56,all,surrogate_mae,32,-0.4915689149560116,-0.35483870967741943
56,all,surrogate_rmse,32,-0.4226539589442815,-0.3145161290322581
56,informed,surrogate_spearman,27,0.29426129426129427,0.1965811965811966
56,generic,surrogate_spearman,5,0.3,0.19999999999999998
56,informed,pren_spearman,27,-0.08424908424908426,-0.05413105413105414
56,generic,fake_pren_spearman,5,0.49999999999999994,0.39999999999999997
57,all,surrogate_spearman,32,0.09494134897360704,0.05645161290322581
57,all,surrogate_mae,32,-0.188049853372434,-0.12096774193548389
57,all,surrogate_rmse,32,-0.2008797653958944,-0.14516129032258066
57,informed,surrogate_spearman,26,0.2916239316239316,0.16923076923076924
57,generic,surrogate_spearman,6,-0.2,-0.2
57,informed,pren_spearman,26,0.24786324786324784,0.15692307692307692
57,generic,fake_pren_spearman,6,0.7714285714285715,0.6
58,all,surrogate_spearman,32,0.1543255131964809,0.09274193548387098
